JoinField,UNIQUE_ID,COUNTYFP,Parish,Precinct,G24PREDHAR,G24PRERTRU,G24PRETOT,G24A1NO,G24A1YES,G24PRELOLI,G24PREOCRU,G24PREOFRU,G24PREOKEN,G24PREOPRE,G24PREOSON,G24PREOSTE,G24PREOTER,G24PREOWES,GCON01DMAN,GCON01NHYE,GCON01RARR,GCON01RSCA,GCON01RSHA,GCON02DCAR,GCON02DDAV,GCON02RGRA,GCON02RLYN,GCON02RPER,GCON03DGON,GCON03DSUM,GCON03RHIG,GCON03RJOH,GCON04RJOH,GCON04RMOR,GCON05DVAL,GCON05RLET,GCON05RMEN,GCON06DAND,GCON06DFIE,GCON06DJON,GCON06DWIL,GCON06RGUI
103;103,St.-Tammany-0-103,103,St. Tammany,00 103,95,609,727,116,599,7,0,0,9,0,3,2,2,0,47,8,20,646,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;104,St.-Tammany-0-104,103,St. Tammany,00 104,128,441,578,139,433,7,0,0,2,0,0,0,0,0,91,5,15,462,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;105,St.-Tammany-0-105,103,St. Tammany,00 105,136,535,682,128,540,2,0,0,5,0,0,2,0,2,107,11,39,491,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;106,St.-Tammany-0-106,103,St. Tammany,00 106,148,684,843,155,668,5,0,0,2,2,0,2,0,0,132,15,40,634,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;106A,St.-Tammany-0-106A,103,St. Tammany,00 106A,175,778,971,178,750,9,0,0,5,2,0,2,0,0,117,8,51,766,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;107,St.-Tammany-0-107,103,St. Tammany,00 107,182,696,890,190,683,7,0,0,2,0,0,3,0,0,132,16,34,674,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;108,St.-Tammany-0-108,103,St. Tammany,00 108,109,611,728,183,490,4,0,0,0,0,2,0,0,2,55,3,39,599,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;110,St.-Tammany-0-110,103,St. Tammany,00 110,230,712,959,174,775,7,2,0,0,2,3,3,0,0,171,13,51,713,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;111,St.-Tammany-0-111,103,St. Tammany,00 111,259,1177,1464,249,1159,9,0,0,11,2,0,2,2,2,174,15,76,1157,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;112,St.-Tammany-0-112,103,St. Tammany,00 112,245,1059,1318,226,1045,7,0,0,2,0,0,3,0,2,161,18,56,1023,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;113,St.-Tammany-0-113,103,St. Tammany,00 113,138,285,434,85,327,7,0,0,2,0,0,2,0,0,101,6,24,267,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;114,St.-Tammany-0-114,103,St. Tammany,00 114,230,970,1216,208,953,5,0,0,0,0,2,5,2,2,184,10,39,965,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;115,St.-Tammany-0-115,103,St. Tammany,00 115,133,597,738,155,555,4,0,0,2,0,0,2,0,0,94,3,20,581,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;116,St.-Tammany-0-116,103,St. Tammany,00 116,112,486,603,100,490,5,0,0,0,0,0,0,0,0,70,6,27,481,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;118,St.-Tammany-0-118,103,St. Tammany,00 118,177,762,960,190,738,9,0,0,5,0,0,5,2,0,112,16,37,763,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;201,St.-Tammany-0-201,103,St. Tammany,00 201,303,729,1044,320,631,0,2,0,2,0,2,6,0,0,210,29,46,661,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;202,St.-Tammany-0-202,103,St. Tammany,00 202,119,946,1083,231,810,5,0,0,4,0,2,5,2,0,73,11,51,900,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;203,St.-Tammany-0-203,103,St. Tammany,00 203,136,1401,1559,402,1112,5,2,0,4,4,2,3,2,0,107,13,74,1312,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;204,St.-Tammany-0-204,103,St. Tammany,00 204,143,856,1010,219,743,2,2,0,4,0,0,3,0,0,117,5,34,831,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;205,St.-Tammany-0-205,103,St. Tammany,00 205,153,1279,1442,361,1018,0,0,0,4,2,2,2,0,0,132,10,59,1180,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;206,St.-Tammany-0-206,103,St. Tammany,00 206,48,373,423,103,305,2,0,0,0,0,0,0,0,0,39,3,24,342,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;207,St.-Tammany-0-207,103,St. Tammany,00 207,75,535,617,180,418,2,0,0,2,0,0,3,0,0,49,5,32,534,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;301,St.-Tammany-0-301,103,St. Tammany,00 301,143,833,987,187,758,2,0,0,4,0,0,3,2,0,94,11,47,816,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;302,St.-Tammany-0-302,103,St. Tammany,00 302,95,661,767,176,569,5,0,0,0,0,2,2,2,0,81,11,39,604,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;303,St.-Tammany-0-303,103,St. Tammany,00 303,281,885,1197,199,928,7,3,0,13,0,5,3,0,0,203,27,62,838,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;304,St.-Tammany-0-304,103,St. Tammany,00 304,470,694,1190,258,867,2,0,0,4,0,2,5,5,8,392,23,54,646,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;305,St.-Tammany-0-305,103,St. Tammany,00 305,240,432,684,148,493,4,2,0,2,0,2,2,0,0,182,15,35,389,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;306,St.-Tammany-0-306,103,St. Tammany,00 306,95,540,643,64,562,5,0,0,0,0,0,3,0,0,57,6,35,524,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;307,St.-Tammany-0-307,103,St. Tammany,00 307,257,793,1064,206,760,2,0,0,4,0,3,5,0,0,218,16,66,701,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;308,St.-Tammany-0-308,103,St. Tammany,00 308,143,455,605,151,431,4,0,0,2,0,0,1,0,0,109,10,17,439,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;309,St.-Tammany-0-309,103,St. Tammany,00 309,208,526,746,180,520,2,2,0,5,0,0,1,2,0,190,16,40,444,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;310,St.-Tammany-0-310,103,St. Tammany,00 310,347,1040,1421,272,1114,10,0,0,11,0,2,6,5,0,260,21,69,1013,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;312,St.-Tammany-0-312,103,St. Tammany,00 312,225,507,749,135,587,2,0,0,2,0,8,1,2,2,205,13,46,466,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;312A,St.-Tammany-0-312A,103,St. Tammany,00 312A,48,356,409,75,300,0,0,0,4,0,0,1,0,0,36,6,32,294,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;313,St.-Tammany-0-313,103,St. Tammany,00 313,177,611,802,169,574,2,0,0,4,0,0,3,0,5,164,15,42,531,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;314,St.-Tammany-0-314,103,St. Tammany,00 314,347,918,1287,279,971,7,0,0,5,4,3,1,0,2,296,26,91,828,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;401,St.-Tammany-0-401,103,St. Tammany,00 401,301,715,1048,158,864,4,2,0,9,6,0,11,0,0,270,13,37,716,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;402,St.-Tammany-0-402,103,St. Tammany,00 402,162,625,808,130,646,10,2,0,2,0,0,5,0,2,114,8,40,621,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;403,St.-Tammany-0-403,103,St. Tammany,00 403,281,672,978,167,777,4,2,0,7,2,5,5,0,0,239,18,47,636,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;404,St.-Tammany-0-404,103,St. Tammany,00 404,143,486,643,89,540,5,0,0,4,0,0,5,0,0,88,8,30,509,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;405,St.-Tammany-0-405,103,St. Tammany,00 405,189,585,792,112,671,5,0,0,5,0,0,6,2,0,161,19,32,561,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;406,St.-Tammany-0-406,103,St. Tammany,00 406,68,422,496,105,305,2,0,0,2,0,2,0,0,0,55,5,35,354,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;407,St.-Tammany-0-407,103,St. Tammany,00 407,167,500,690,137,542,14,2,0,4,0,0,1,2,0,117,6,37,524,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;408,St.-Tammany-0-408,103,St. Tammany,00 408,313,870,1219,178,1000,14,0,0,13,0,6,1,2,0,249,13,34,908,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;409,St.-Tammany-0-409,103,St. Tammany,00 409,347,658,1023,254,743,4,3,0,5,0,0,6,0,0,278,19,39,654,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;410,St.-Tammany-0-410,103,St. Tammany,00 410,267,661,952,180,728,4,0,0,11,2,2,5,0,0,229,13,20,671,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;411,St.-Tammany-0-411,103,St. Tammany,00 411,165,712,888,164,698,0,2,0,2,0,2,3,2,0,117,15,32,698,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;412,St.-Tammany-0-412,103,St. Tammany,00 412,177,812,1016,226,758,7,0,0,4,0,2,9,5,0,119,13,52,788,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;413,St.-Tammany-0-413,103,St. Tammany,00 413,170,604,789,100,668,7,0,0,7,0,0,1,0,0,114,10,24,614,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;414,St.-Tammany-0-414,103,St. Tammany,00 414,150,564,724,126,579,5,0,0,2,2,0,1,0,0,112,8,20,566,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;415,St.-Tammany-0-415,103,St. Tammany,00 415,141,321,480,100,357,5,0,0,2,0,8,3,0,0,96,5,27,332,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;416,St.-Tammany-0-416,103,St. Tammany,00 416,141,545,694,132,562,5,0,0,0,0,0,1,2,0,109,5,27,544,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;417,St.-Tammany-0-417,103,St. Tammany,00 417,216,611,847,146,678,7,0,0,4,2,0,3,2,2,177,18,32,614,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;418,St.-Tammany-0-418,103,St. Tammany,00 418,131,585,729,123,589,9,0,0,4,0,0,0,0,0,96,5,17,599,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;419,St.-Tammany-0-419,103,St. Tammany,00 419,119,422,552,132,406,5,0,2,4,0,0,0,0,0,81,6,12,434,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;420,St.-Tammany-0-420,103,St. Tammany,00 420,128,524,666,126,510,2,0,2,5,0,0,3,2,0,94,21,34,494,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;421,St.-Tammany-0-421,103,St. Tammany,00 421,167,477,653,82,545,0,0,0,4,0,2,3,0,0,145,15,34,434,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;422,St.-Tammany-0-422,103,St. Tammany,00 422,305,741,1069,174,849,7,0,0,7,0,2,5,2,0,221,19,47,753,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;426,St.-Tammany-0-426,103,St. Tammany,00 426,141,354,510,114,376,5,0,2,2,0,3,3,0,0,119,3,24,344,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;427,St.-Tammany-0-427,103,St. Tammany,00 427,90,422,514,116,396,0,0,0,0,0,2,0,0,0,70,8,10,424,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;429,St.-Tammany-0-429,103,St. Tammany,00 429,128,373,513,96,409,5,0,0,0,2,0,3,0,2,112,6,27,342,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;430,St.-Tammany-0-430,103,St. Tammany,00 430,150,477,643,103,505,4,0,0,5,0,0,5,2,0,112,15,35,454,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;501,St.-Tammany-0-501,103,St. Tammany,00 501,92,561,655,180,441,0,0,0,0,0,0,0,0,2,60,16,44,496,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;502,St.-Tammany-0-502,103,St. Tammany,00 502,148,1052,1205,281,899,0,0,0,4,0,0,1,0,0,130,11,47,988,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;503,St.-Tammany-0-503,103,St. Tammany,00 503,90,1083,1179,338,767,2,0,2,2,0,0,0,0,0,52,13,76,960,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;504,St.-Tammany-0-504,103,St. Tammany,00 504,90,668,770,160,594,10,0,0,0,2,0,0,0,0,60,5,34,651,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;505,St.-Tammany-0-505,103,St. Tammany,00 505,158,1017,1199,265,852,12,0,0,4,0,0,8,0,0,117,16,35,985,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;602,St.-Tammany-0-602,103,St. Tammany,00 602,95,998,1096,272,735,0,0,0,0,0,0,3,0,0,70,16,57,898,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;603,St.-Tammany-0-603,103,St. Tammany,00 603,82,1054,1141,292,792,0,0,0,2,0,0,3,0,0,81,6,78,940,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;604,St.-Tammany-0-604,103,St. Tammany,00 604,119,1293,1429,363,975,4,0,0,4,2,2,5,0,0,117,11,81,1142,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;605,St.-Tammany-0-605,103,St. Tammany,00 605,82,491,580,137,399,0,0,0,5,2,0,0,0,0,75,0,29,452,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;606,St.-Tammany-0-606,103,St. Tammany,00 606,63,552,619,164,423,4,0,0,0,0,0,0,0,0,60,5,52,454,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;609,St.-Tammany-0-609,103,St. Tammany,00 609,17,47,64,27,30,0,0,0,0,0,0,0,0,0,21,0,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;701,St.-Tammany-0-701,103,St. Tammany,00 701,509,602,1127,276,772,4,0,0,2,2,2,3,0,3,390,34,39,559,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;702,St.-Tammany-0-702,103,St. Tammany,00 702,436,547,1007,233,708,10,0,0,7,2,0,5,0,0,340,23,54,494,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;703,St.-Tammany-0-703,103,St. Tammany,00 703,385,349,746,146,510,2,2,0,7,0,0,1,0,0,304,13,25,324,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;704,St.-Tammany-0-704,103,St. Tammany,00 704,216,708,931,158,728,5,0,0,0,0,0,0,2,0,187,13,35,641,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;705,St.-Tammany-0-705,103,St. Tammany,00 705,114,302,419,66,307,2,0,0,0,0,0,1,0,0,78,3,10,294,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;706,St.-Tammany-0-706,103,St. Tammany,00 706,247,875,1148,201,899,12,0,0,4,2,2,1,5,0,226,18,54,813,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;801,St.-Tammany-0-801,103,St. Tammany,00 801,211,856,1088,215,819,4,0,0,9,2,2,1,0,3,158,15,47,831,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;802,St.-Tammany-0-802,103,St. Tammany,00 802,296,451,758,151,547,2,0,0,2,0,2,3,0,2,242,21,27,407,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;802A,St.-Tammany-0-802A,103,St. Tammany,00 802A,250,701,971,144,758,9,2,0,4,0,2,1,0,2,226,19,56,611,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;803,St.-Tammany-0-803,103,St. Tammany,00 803,419,764,1202,219,941,5,2,0,2,0,5,3,0,2,351,21,62,691,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;804,St.-Tammany-0-804,103,St. Tammany,00 804,262,972,1253,238,963,0,2,0,4,0,5,1,0,7,213,15,61,881,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;805,St.-Tammany-0-805,103,St. Tammany,00 805,233,788,1033,226,758,3,2,0,0,0,2,3,0,2,174,16,44,761,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;806,St.-Tammany-0-806,103,St. Tammany,00 806,291,753,1058,222,785,0,2,0,2,0,0,5,0,5,252,19,45,711,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;807,St.-Tammany-0-807,103,St. Tammany,00 807,175,656,846,174,644,7,2,0,4,0,0,0,2,0,151,8,42,629,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;808,St.-Tammany-0-808,103,St. Tammany,00 808,133,436,571,87,460,0,0,0,0,0,0,0,0,2,94,8,17,399,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;809,St.-Tammany-0-809,103,St. Tammany,00 809,240,293,539,142,344,0,0,0,2,0,2,0,0,2,197,8,25,257,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;810,St.-Tammany-0-810,103,St. Tammany,00 810,293,804,1120,217,842,5,0,0,5,0,0,6,5,2,213,19,59,748,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;811,St.-Tammany-0-811,103,St. Tammany,00 811,339,734,1094,194,854,2,3,2,3,6,0,3,0,2,286,21,47,688,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;812,St.-Tammany-0-812,103,St. Tammany,00 812,225,599,844,167,624,14,0,0,5,0,0,1,0,0,166,13,34,621,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;813,St.-Tammany-0-813,103,St. Tammany,00 813,73,165,240,66,166,0,0,0,2,0,0,0,0,0,68,10,13,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;814,St.-Tammany-0-814,103,St. Tammany,00 814,589,158,768,212,465,2,0,2,0,2,0,12,0,3,525,26,30,132,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;815,St.-Tammany-0-815,103,St. Tammany,00 815,109,349,460,73,361,0,0,0,0,0,0,0,0,2,86,3,19,339,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;815A,St.-Tammany-0-815A,103,St. Tammany,00 815A,48,123,173,32,141,0,0,0,2,0,0,0,0,0,34,18,12,92,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;816,St.-Tammany-0-816,103,St. Tammany,00 816,242,547,801,222,550,7,0,0,3,2,0,0,0,0,190,18,35,529,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;817,St.-Tammany-0-817,103,St. Tammany,00 817,293,887,1187,219,938,3,0,0,3,0,0,1,0,0,234,13,54,878,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;818,St.-Tammany-0-818,103,St. Tammany,00 818,407,106,517,128,352,0,0,0,2,0,0,0,0,2,364,27,19,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;901,St.-Tammany-0-901,103,St. Tammany,00 901,335,550,890,194,656,0,0,0,0,0,0,1,2,2,288,13,56,489,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;902,St.-Tammany-0-902,103,St. Tammany,00 902,102,241,346,91,230,0,0,0,2,0,0,1,0,0,75,10,22,217,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;903,St.-Tammany-0-903,103,St. Tammany,00 903,201,1121,1342,301,958,7,0,0,3,2,0,8,0,0,148,18,66,1020,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;903A,St.-Tammany-0-903A,103,St. Tammany,00 903A,39,5,44,7,30,0,0,0,0,0,0,0,0,0,26,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;904,St.-Tammany-0-904,103,St. Tammany,00 904,655,427,1102,215,824,3,0,0,3,4,2,5,0,3,522,47,51,412,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;905,St.-Tammany-0-905,103,St. Tammany,00 905,347,625,987,171,760,2,0,0,3,0,0,1,7,2,296,24,59,549,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;906,St.-Tammany-0-906,103,St. Tammany,00 906,143,241,387,100,270,0,0,0,0,0,2,1,0,0,127,8,8,230,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;907,St.-Tammany-0-907,103,St. Tammany,00 907,119,203,325,57,240,2,0,1,0,0,0,0,0,0,104,11,19,155,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;909,St.-Tammany-0-909,103,St. Tammany,00 909,114,267,385,66,314,2,0,0,2,0,0,0,0,0,94,2,24,267,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;909A,St.-Tammany-0-909A,103,St. Tammany,00 909A,1520,375,1908,397,1396,3,0,0,0,2,0,3,0,5,1353,66,78,304,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;910,St.-Tammany-0-910,103,St. Tammany,00 910,274,776,1061,222,760,5,0,0,0,0,3,1,2,0,218,15,51,713,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;911,St.-Tammany-0-911,103,St. Tammany,00 911,184,748,949,144,755,2,2,0,5,2,0,6,0,0,140,15,37,733,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;913,St.-Tammany-0-913,103,St. Tammany,00 913,805,587,1421,313,1047,5,0,0,7,4,3,6,2,2,696,29,78,521,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;914,St.-Tammany-0-914,103,St. Tammany,00 914,432,245,694,180,418,2,6,0,0,0,0,6,0,3,309,23,35,212,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;915,St.-Tammany-0-915,103,St. Tammany,00 915,536,795,1345,327,956,0,1,0,3,0,5,3,0,2,462,29,83,721,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;916,St.-Tammany-0-916,103,St. Tammany,00 916,112,203,320,73,240,0,0,0,0,0,0,1,2,2,91,11,17,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;917,St.-Tammany-0-917,103,St. Tammany,00 917,99,226,331,73,255,2,0,0,2,0,2,0,0,0,88,8,8,205,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;918,St.-Tammany-0-918,103,St. Tammany,00 918,85,297,385,71,305,0,0,0,2,0,0,1,0,0,65,5,13,269,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;921,St.-Tammany-0-921,103,St. Tammany,00 921,383,776,1165,215,891,0,0,0,3,0,0,1,0,2,309,19,62,691,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;922,St.-Tammany-0-922,103,St. Tammany,00 922,177,78,258,57,168,0,0,0,0,0,1,0,0,2,153,8,10,57,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;A01,St.-Tammany-0-A01,103,St. Tammany,00 A01,192,505,707,151,525,2,0,0,0,0,0,8,0,0,148,13,25,506,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;A02,St.-Tammany-0-A02,103,St. Tammany,00 A02,330,552,904,167,693,9,0,0,5,2,1,3,2,0,291,16,42,546,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;A02A,St.-Tammany-0-A02A,103,St. Tammany,00 A02A,48,250,304,64,220,0,0,0,3,0,0,3,0,0,49,2,15,222,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;A03,St.-Tammany-0-A03,103,St. Tammany,00 A03,230,762,1010,272,676,7,0,0,3,2,3,3,0,0,192,18,61,698,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;A04,St.-Tammany-0-A04,103,St. Tammany,00 A04,119,326,450,57,366,0,0,0,2,0,0,1,0,2,99,5,32,292,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;C01,St.-Tammany-0-C01,103,St. Tammany,00 C01,112,396,519,100,404,3,0,0,7,0,0,1,0,0,96,6,24,397,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;C02,St.-Tammany-0-C02,103,St. Tammany,00 C02,104,250,359,66,277,0,0,0,2,0,0,3,0,0,75,5,15,237,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;C03,St.-Tammany-0-C03,103,St. Tammany,00 C03,272,477,767,139,592,9,0,0,5,0,1,3,0,0,231,10,24,489,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103;C04,St.-Tammany-0-C04,103,St. Tammany,00 C04,204,422,649,105,510,3,0,0,7,0,5,6,2,0,169,10,24,439,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
